Date (HE),Price ($),30Ravg ($),AIL Demand (MW)
05/03/2021 20,59.23,93.04,9157
05/03/2021 21,58.84,93.04,9156
05/03/2021 22,54.44,93.03,9200
05/03/2021 23,49.82,93.05,8994
05/03/2021 24,61.97,93.08,8722
05/04/2021 01,50.42,93.11,8571
05/04/2021 02,43.72,93.12,8410
05/04/2021 03,41.91,93.13,8350
05/04/2021 04,43.28,93.14,8334
05/04/2021 05,44.78,93.15,8365
05/04/2021 06,45.11,93.17,8474
05/04/2021 07,62.83,93.21,8751
05/04/2021 08,65.22,93.25,9138
05/04/2021 09,67.58,93.3,9325
05/04/2021 10,71.12,93.35,9372
05/04/2021 11,71.12,93.4,9393
05/04/2021 12,70,93.45,9476
05/04/2021 13,58.97,93.49,9418
05/04/2021 14,58.46,93.52,9446
05/04/2021 15,51.59,93.55,9417
05/04/2021 16,56.58,93.58,9350
05/04/2021 17,57.44,93.6,9357
05/04/2021 18,65,93.63,9364
05/04/2021 19,60.51,93.65,9200
05/04/2021 20,69.17,93.68,9144
05/04/2021 21,67.38,93.66,9137
05/04/2021 22,54.55,93.62,9154
05/04/2021 23,59.38,92.64,8989
05/04/2021 24,167.51,92,8711
05/05/2021 01,198.02,92.16,8450
05/05/2021 02,59.75,92.16,8438
05/05/2021 03,54.44,92.17,8433
05/05/2021 04,54.35,92.1,8420
05/05/2021 05,53.9,92.06,8448
05/05/2021 06,52.25,91.98,8554
05/05/2021 07,60.25,91.21,8745
05/05/2021 08,46.19,90.45,9046
05/05/2021 09,46.99,89.76,9243
05/05/2021 10,46.86,89.02,9270
05/05/2021 11,53.53,88.29,9271
05/05/2021 12,57.59,88.23,9307
05/05/2021 13,65.88,88.17,9307
05/05/2021 14,57.36,88.18,9281
05/05/2021 15,134.76,88.3,9221
05/05/2021 16,55.44,88.31,9188
05/05/2021 17,135.14,88.44,9138
05/05/2021 18,480.42,89.06,9024
05/05/2021 19,135.76,89.19,8881
05/05/2021 20,158.33,89.36,8884
05/05/2021 21,469.94,89.96,8758
05/05/2021 22,63.8,90,8855
05/05/2021 23,57.64,90.03,8782
05/05/2021 24,52.85,90.05,8517
05/06/2021 01,48.05,90.06,8318
05/06/2021 02,46.54,90.07,8264
05/06/2021 03,37.19,90.06,8252
05/06/2021 04,37.56,90.06,8232
05/06/2021 05,37.96,90.06,8271
05/06/2021 06,48.1,90.07,8393
05/06/2021 07,40.17,90.05,8535
05/06/2021 08,49.66,90.06,8881
05/06/2021 09,53.28,90.07,9096
05/06/2021 10,55.3,89.52,9205
05/06/2021 11,50.45,88.83,9223
05/06/2021 12,38.68,88.07,9262
05/06/2021 13,40.51,87.39,9279
05/06/2021 14,49.13,87.18,9298
05/06/2021 15,62.1,86.95,9273
05/06/2021 16,201.71,86.96,9200
05/06/2021 17,58.72,86.99,9207
05/06/2021 18,59.59,87.01,9174
05/06/2021 19,38.87,87.02,9015
05/06/2021 20,42.02,87.03,9013
05/06/2021 21,48.21,87.04,8975
05/06/2021 22,53.22,87.05,8999
05/06/2021 23,47.76,87.06,8801
05/06/2021 24,47.52,87.08,8491
05/07/2021 01,42.2,87.1,8240
05/07/2021 02,40.21,87.11,8126
05/07/2021 03,42.01,87.12,8067
05/07/2021 04,33.89,87.11,8069
05/07/2021 05,41.96,87.11,8131
05/07/2021 06,47.74,87.12,8238
05/07/2021 07,44.22,87.12,8437
05/07/2021 08,33.89,87.07,8796
05/07/2021 09,37.75,86.86,9056
05/07/2021 10,44.47,86.39,9218
05/07/2021 11,46.42,86.04,9347
05/07/2021 12,46.32,86.03,9387
05/07/2021 13,49.99,86.04,9351
05/07/2021 14,50.34,86.05,9330
05/07/2021 15,44.48,86.06,9248
05/07/2021 16,44.93,86.08,9239
05/07/2021 17,43.42,86.07,9248
05/07/2021 18,45.93,86.09,9286
05/07/2021 19,45.35,86.11,9183
05/07/2021 20,46.06,86.12,9070
05/07/2021 21,46.16,86.13,9064
05/07/2021 22,46.04,86.13,9060
05/07/2021 23,41.44,86.14,8895
05/07/2021 24,44.78,86.14,8698
05/08/2021 01,43.46,86.14,8523
05/08/2021 02,41.86,86.14,8397
05/08/2021 03,41.6,86.15,8327
05/08/2021 04,43.39,86.15,8306
05/08/2021 05,51.19,86.17,8328
05/08/2021 06,53.15,86.18,8384
05/08/2021 07,55.43,86,8409
05/08/2021 08,44.87,85.94,8559
05/08/2021 09,44.66,85.79,8808
05/08/2021 10,50.87,85.72,8996
05/08/2021 11,53.37,85.61,9136
05/08/2021 12,53.29,85.55,9211
05/08/2021 13,53.29,85.51,9219
05/08/2021 14,53.63,85.53,9160
05/08/2021 15,51.01,85.56,9114
05/08/2021 16,53.15,85.58,9100
05/08/2021 17,53.2,85.6,9128
05/08/2021 18,53.2,85.56,9169
05/08/2021 19,51.91,85.17,9047
05/08/2021 20,45.67,84.69,8919
05/08/2021 21,45.67,83.76,8863
05/08/2021 22,48.81,82.82,8907
05/08/2021 23,48.32,82.36,8785
05/08/2021 24,48.32,82.26,8577
05/09/2021 01,48.94,82.23,8415
05/09/2021 02,49,82.23,8310
05/09/2021 03,49,82.25,8252
05/09/2021 04,49,82.27,8204
05/09/2021 05,49,82.3,8191
05/09/2021 06,48.97,82.32,8196
05/09/2021 07,48.73,82.33,8244
05/09/2021 08,44.54,82.33,8379
05/09/2021 09,46.07,82.34,8489
05/09/2021 10,50.33,82.35,8673
05/09/2021 11,57.36,82.38,8802
05/09/2021 12,138.31,82.51,8853
05/09/2021 13,63.99,82.54,8894
05/09/2021 14,57.42,82.57,8841
05/09/2021 15,54.29,82.58,8779
05/09/2021 16,54.29,82.61,8803
05/09/2021 17,57.07,82.63,8881
05/09/2021 18,61.38,82.66,8932
05/09/2021 19,55.06,82.68,8853
05/09/2021 20,53.32,82.7,8769
05/09/2021 21,49.63,82.71,8727
05/09/2021 22,49.95,82.72,8745
05/09/2021 23,51.12,82.62,8637
05/09/2021 24,58.8,82.63,8383
05/10/2021 01,59.94,82.66,8195
05/10/2021 02,53.71,82.67,8104
05/10/2021 03,52.96,82.68,8085
05/10/2021 04,51.23,82.69,8074
05/10/2021 05,47.95,82.69,8106
05/10/2021 06,45.21,82.67,8226
05/10/2021 07,58.05,82.61,8484
05/10/2021 08,53.24,82.63,8804
05/10/2021 09,53.51,82.65,9046
05/10/2021 10,51.71,82.67,9145
05/10/2021 11,51.34,82.69,9203
05/10/2021 12,53.23,82.71,9238
05/10/2021 13,48.54,82.72,9222
05/10/2021 14,48.74,82.7,9221
05/10/2021 15,48.59,82.71,9207
05/10/2021 16,47.9,82.68,9189
05/10/2021 17,48.87,82.46,9190
05/10/2021 18,55.01,82.28,9190
05/10/2021 19,50.54,82.22,9044
05/10/2021 20,56.2,82.24,8985
05/10/2021 21,52.02,82.26,8925
05/10/2021 22,46.74,82.25,8984
05/10/2021 23,42.49,82.26,8831
05/10/2021 24,44.4,82.26,8551
05/11/2021 01,40.54,82.24,8366
05/11/2021 02,45.76,82.25,8281
05/11/2021 03,46.9,82.26,8239
05/11/2021 04,47.86,82.26,8253
05/11/2021 05,47.96,82.27,8292
05/11/2021 06,46.03,82.27,8380
05/11/2021 07,44.3,82.26,8566
05/11/2021 08,42.52,82.26,8909
05/11/2021 09,45.64,82.26,9157
05/11/2021 10,51.74,82.21,9290
05/11/2021 11,58.01,82.12,9387
05/11/2021 12,79.04,81.96,9352
05/11/2021 13,80.54,81.88,9354
05/11/2021 14,80,81.89,9350
05/11/2021 15,59.68,81.87,9285
05/11/2021 16,51.59,81.8,9208
05/11/2021 17,54.96,81.69,9303
05/11/2021 18,108.28,81.57,9295
05/11/2021 19,211.65,81.66,8964
05/11/2021 20,58.56,81.56,8952
05/11/2021 21,65.58,81.42,8929
05/11/2021 22,66.27,81.24,8913
05/11/2021 23,75.83,81.23,8758
05/11/2021 24,278.05,81.47,8406
05/12/2021 01,49.89,81.44,8289
05/12/2021 02,50.89,81.42,8303
05/12/2021 03,46.56,81.37,8236
05/12/2021 04,45.08,81.32,8248
05/12/2021 05,45.55,81.28,8303
05/12/2021 06,48.03,81.2,8385
05/12/2021 07,43.27,81.12,8559
05/12/2021 08,43.01,81.03,8909
05/12/2021 09,47.29,80.56,9098
05/12/2021 10,50.9,80.46,9191
05/12/2021 11,50.9,80.37,9258
05/12/2021 12,198,80.5,9315
05/12/2021 13,79.41,80.46,9334
05/12/2021 14,79.44,80.43,9298
05/12/2021 15,79.02,80.44,9364
05/12/2021 16,67.65,80.42,9342
05/12/2021 17,53.21,80.36,9363
05/12/2021 18,52.71,80.32,9363
05/12/2021 19,47.07,80.32,9223
05/12/2021 20,52.1,80.28,9139
05/12/2021 21,48.15,80.22,9057
05/12/2021 22,42.29,80.15,9042
05/12/2021 23,41.74,80.11,8878
05/12/2021 24,36.36,80.07,8568
05/13/2021 01,31.34,80.03,8370
05/13/2021 02,32.69,80,8256
05/13/2021 03,39.43,79.98,8183
05/13/2021 04,40.74,79.97,8162
05/13/2021 05,43.78,79.96,8250
05/13/2021 06,43.65,79.92,8286
05/13/2021 07,46.62,79.45,8477
05/13/2021 08,41.53,79.09,8805
05/13/2021 09,43.68,78.69,9061
05/13/2021 10,67.28,78.3,9205
05/13/2021 11,265.97,78.2,9310
05/13/2021 12,578.8,78.76,9300
05/13/2021 13,542.02,79.4,9300
05/13/2021 14,478.81,79.88,9256
05/13/2021 15,608.36,80.6,9234
05/13/2021 16,203.73,80.75,9245
05/13/2021 17,119.01,80.68,9406
05/13/2021 18,252.04,80.88,9378
05/13/2021 19,472.05,81.46,9213
05/13/2021 20,787.09,82.46,8976
05/13/2021 21,306.24,82.79,8957
05/13/2021 22,241.69,83.04,8941
05/13/2021 23,249.6,83.32,8739
05/13/2021 24,191.8,83.53,8527
05/14/2021 01,43.41,83.53,8401
05/14/2021 02,50.89,83.54,8383
05/14/2021 03,48.61,83.55,8381
05/14/2021 04,47.07,83.56,8381
05/14/2021 05,51.08,83.58,8419
05/14/2021 06,46.85,83.59,8474
05/14/2021 07,74.69,83.61,8647
05/14/2021 08,43.79,83.59,8993
05/14/2021 09,44.76,83.54,9222
05/14/2021 10,50.21,83.46,9394
05/14/2021 11,51.64,83.46,9434
05/14/2021 12,590.86,84.2,9398
05/14/2021 13,737.16,85.15,9287
05/14/2021 14,758.66,86.13,9287
05/14/2021 15,731.16,87.07,9231
05/14/2021 16,326.26,87.43,9193
05/14/2021 17,426.32,87.89,9204
05/14/2021 18,178.72,87.92,9182
05/14/2021 19,363.75,88.34,9093
05/14/2021 20,347.25,88.66,8966
05/14/2021 21,133.1,88.75,8863
05/14/2021 22,61.62,88.75,8965
05/14/2021 23,59.83,88.74,8984
05/14/2021 24,56.06,88.57,8787
05/15/2021 01,52.4,88.58,8581
05/15/2021 02,46.43,88.58,8471
05/15/2021 03,44.5,88.57,8407
05/15/2021 04,43.52,88.55,8369
05/15/2021 05,43.56,88.54,8346
05/15/2021 06,43.74,88.53,8353
05/15/2021 07,45.23,88.45,8385
05/15/2021 08,50.15,88.36,8572
05/15/2021 09,53.6,88.26,8692
05/15/2021 10,52.19,88.13,8869
05/15/2021 11,49.51,87.95,9021
05/15/2021 12,49.51,87.81,9096
05/15/2021 13,52.06,87.71,9121
05/15/2021 14,58.5,87.62,9151
05/15/2021 15,57.83,87.53,9143
05/15/2021 16,54.01,87.44,9146
05/15/2021 17,59.59,87.35,9214
05/15/2021 18,119.01,87.36,9304
05/15/2021 19,528.67,87.94,9038
05/15/2021 20,87.39,87.98,8987
05/15/2021 21,92.14,87.95,8965
05/15/2021 22,335.71,88.24,8980
05/15/2021 23,61.83,88.15,8913
05/15/2021 24,221.58,88.22,8673
05/16/2021 01,55.44,88.22,8547
05/16/2021 02,46.73,88.2,8448
05/16/2021 03,40.52,88.18,8253
05/16/2021 04,39.41,88.15,8219
05/16/2021 05,39.2,88.13,8216
05/16/2021 06,42.79,88.12,8229
05/16/2021 07,42.87,87.89,8227
05/16/2021 08,41.93,87.86,8380
05/16/2021 09,45.95,87.84,8582
05/16/2021 10,54,87.76,8857
05/16/2021 11,59.8,87.71,9054
05/16/2021 12,74.43,87.66,9125
05/16/2021 13,75.01,87.51,9217
05/16/2021 14,110,87.37,9272
05/16/2021 15,110,87.25,9316
05/16/2021 16,110,87.1,9331
05/16/2021 17,167,87,9429
05/16/2021 18,456.31,87.4,9435
05/16/2021 19,264.48,87.61,9340
05/16/2021 20,398.22,88.02,9295
05/16/2021 21,71.75,87.89,9229
05/16/2021 22,55.52,87.82,9291
05/16/2021 23,44.62,87.75,9170
05/16/2021 24,47.18,87.68,8872
05/17/2021 01,45.82,87.68,8635
05/17/2021 02,41.92,87.67,8528
05/17/2021 03,38.46,87.67,8456
05/17/2021 04,40.57,87.65,8429
05/17/2021 05,43.42,87.65,8447
05/17/2021 06,41.68,87.65,8516
05/17/2021 07,41.98,87.65,8702
05/17/2021 08,48.11,87.67,9147
05/17/2021 09,69.76,87.71,9420
05/17/2021 10,55.84,87.73,9501
05/17/2021 11,50.49,87.71,9555
05/17/2021 12,59.47,87.71,9687
05/17/2021 13,364.38,88.14,9746
05/17/2021 14,461.95,88.72,9731
05/17/2021 15,139.96,88.86,9721
05/17/2021 16,45.22,88.86,9696
05/17/2021 17,36.75,88.86,9727
05/17/2021 18,34.97,88.86,9696
05/17/2021 19,35.55,88.85,9589
05/17/2021 20,37.15,88.84,9509
05/17/2021 21,37.98,88.81,9424
05/17/2021 22,38.47,88.8,9360
05/17/2021 23,41.41,88.81,9234
05/17/2021 24,37.89,88.79,8892
05/18/2021 01,37.56,88.78,8713
05/18/2021 02,43.36,88.77,8593
05/18/2021 03,44.03,88.76,8510
05/18/2021 04,42.44,88.75,8494
05/18/2021 05,41.89,88.75,8501
05/18/2021 06,43.88,88.78,8570
05/18/2021 07,46.66,88.81,8759
05/18/2021 08,42.37,88.83,9180
05/18/2021 09,52.11,88.86,9553
05/18/2021 10,44.78,88.86,9675
05/18/2021 11,38.77,88.85,9735
05/18/2021 12,37.06,88.83,9757
05/18/2021 13,36.42,88.82,9800
05/18/2021 14,40.29,88.82,9777
05/18/2021 15,39.75,88.81,9759
05/18/2021 16,42.1,88.8,9748
05/18/2021 17,40.47,88.79,9740
05/18/2021 18,44.43,88.79,9758
05/18/2021 19,40.6,88.78,9652
05/18/2021 20,40.56,88.76,9578
05/18/2021 21,45.75,88.76,9573
05/18/2021 22,42.56,88.74,9576
05/18/2021 23,41.04,88.73,9406
05/18/2021 24,37.79,88.71,9177
05/19/2021 01,30.76,88.69,8963
05/19/2021 02,23.68,88.67,8784
05/19/2021 03,27.02,88.65,8717
05/19/2021 04,31.95,88.65,8725
05/19/2021 05,38.7,88.64,8739
05/19/2021 06,43.09,88.64,8795
05/19/2021 07,50.53,88.64,9044
05/19/2021 08,126.81,88.75,9389
05/19/2021 09,56.48,88.69,9639
05/19/2021 10,53.74,88.31,9731
05/19/2021 11,53.74,88.29,9767
05/19/2021 12,49.92,88.28,9782
05/19/2021 13,44.6,88.28,9751
05/19/2021 14,51.13,88.28,9682
05/19/2021 15,49.48,88.29,9633
05/19/2021 16,50.76,88.3,9680
05/19/2021 17,53.74,88.31,9724
05/19/2021 18,54.69,88.32,9735
05/19/2021 19,57.87,88.33,9631
05/19/2021 20,97.52,88,9504
05/19/2021 21,72.78,87.71,9460
05/19/2021 22,65.19,87.49,9445
05/19/2021 23,53.09,87.47,9315
05/19/2021 24,43.68,87.46,9046
05/20/2021 01,41.39,87.45,8874
05/20/2021 02,41.69,87.43,8745
05/20/2021 03,43.74,87.42,8693
05/20/2021 04,43.86,87.41,8676
05/20/2021 05,44.28,87.4,8639
05/20/2021 06,54.57,87.4,8758
05/20/2021 07,68.61,87.38,9004
05/20/2021 08,50.35,87.3,9253
05/20/2021 09,62.37,87.23,9564
05/20/2021 10,142.91,87.12,9676
05/20/2021 11,605.39,87.65,9636
05/20/2021 12,605.39,87.97,9602
05/20/2021 13,378.66,87.92,9593
05/20/2021 14,254.62,88,9521
05/20/2021 15,83.29,87.79,9541
05/20/2021 16,200.48,87.86,9535
05/20/2021 17,192.65,87.87,9529
05/20/2021 18,293.39,87.88,9501
05/20/2021 19,204.55,88.01,9257
05/20/2021 20,90.32,88.07,9185
05/20/2021 21,71.53,88.1,9164
05/20/2021 22,80.48,88.15,9205
05/20/2021 23,51.2,88.16,9224
05/20/2021 24,82.46,88.21,8957
05/21/2021 01,126.89,88.33,8779
05/21/2021 02,68.74,88.37,8742
05/21/2021 03,67.28,88.41,8748
05/21/2021 04,67.28,88.45,8743
05/21/2021 05,67.1,88.5,8782
05/21/2021 06,61.83,88.53,8832
05/21/2021 07,48.93,88.55,9046
05/21/2021 08,56.91,88.57,9330
05/21/2021 09,88.9,88.63,9502
05/21/2021 10,89.04,88.69,9516
05/21/2021 11,80.66,88.74,9550
05/21/2021 12,221.93,88.97,9525
05/21/2021 13,198.34,89.17,9472
05/21/2021 14,306.67,89.46,9449
05/21/2021 15,124.64,89.32,9333
05/21/2021 16,62.97,88.9,9369
05/21/2021 17,62.58,88.91,9457
05/21/2021 18,80.46,88.93,9416
05/21/2021 19,76.23,88.96,9264
05/21/2021 20,55,88.96,9145
05/21/2021 21,51.1,88.96,9038
05/21/2021 22,49.78,88.97,9012
05/21/2021 23,51.73,88.98,9073
05/21/2021 24,87.25,89.04,8898
05/22/2021 01,102.42,89.13,8682
05/22/2021 02,53.08,89.16,8632
05/22/2021 03,52.34,89.18,8555
05/22/2021 04,53.16,89.2,8521
05/22/2021 05,52.07,89.22,8494
05/22/2021 06,47.28,89.24,8473
05/22/2021 07,50.61,89.25,8506
05/22/2021 08,46.89,89.25,8592
05/22/2021 09,42.58,89.22,8726
05/22/2021 10,44.88,89.2,8852
05/22/2021 11,49.5,89.22,8943
05/22/2021 12,53.08,89.22,9023
05/22/2021 13,48.47,89.22,9014
05/22/2021 14,46.16,89.22,8940
05/22/2021 15,42.9,89.22,8862
05/22/2021 16,49.42,89.22,8913
05/22/2021 17,57.94,88.97,8958
05/22/2021 18,82.57,88.83,9058
05/22/2021 19,76.23,88.72,8980
05/22/2021 20,62.44,88.38,8909
05/22/2021 21,53.16,88.33,8858
05/22/2021 22,48.63,87.99,8866
05/22/2021 23,42.93,87.91,8899
05/22/2021 24,47.79,87.61,8730
05/23/2021 01,42.52,87.59,8594
05/23/2021 02,44.01,87.59,8421
05/23/2021 03,42.25,87.58,8341
05/23/2021 04,43.18,87.57,8324
05/23/2021 05,51.2,87.58,8315
05/23/2021 06,42.9,87.56,8254
05/23/2021 07,42.72,86.93,8238
05/23/2021 08,37.8,86.63,8358
05/23/2021 09,42.72,86.09,8545
05/23/2021 10,46.8,85.66,8673
05/23/2021 11,45.9,85.5,8826
05/23/2021 12,43.2,85,8926
05/23/2021 13,49.83,84.72,8988
05/23/2021 14,53.13,84.4,8920
05/23/2021 15,53.17,84.34,8952
05/23/2021 16,53.1,84.26,8967
05/23/2021 17,62.77,84.13,9149
05/23/2021 18,62.31,83.92,9199
05/23/2021 19,53.73,83.7,9063
05/23/2021 20,53.9,83.58,8963
05/23/2021 21,54.69,83.41,8904
05/23/2021 22,58.83,83.21,8900
05/23/2021 23,60.67,83.23,8834
05/23/2021 24,65.96,83.12,8603
05/24/2021 01,61.32,83.14,8437
05/24/2021 02,53.18,83.15,8298
05/24/2021 03,52.02,83.16,8222
05/24/2021 04,49.04,83.16,8194
05/24/2021 05,51.85,83.16,8225
05/24/2021 06,46.55,83.16,8232
05/24/2021 07,46.35,83.16,8268
05/24/2021 08,46.56,83.17,8407
05/24/2021 09,45,83.17,8629
05/24/2021 10,46.11,83.16,8867
05/24/2021 11,42.51,83.15,9013
05/24/2021 12,42.05,83.12,9166
05/24/2021 13,42.62,83.11,9249
05/24/2021 14,41.8,83.09,9227
05/24/2021 15,41.95,83.08,9241
05/24/2021 16,42.43,83.07,9189
05/24/2021 17,42.26,83.05,9276
05/24/2021 18,46.75,82.86,9389
05/24/2021 19,65.51,82.85,9291
05/24/2021 20,50.58,82.84,9156
05/24/2021 21,53.08,82.82,9004
05/24/2021 22,49.28,82.81,9007
05/24/2021 23,42.7,82.82,8892
05/24/2021 24,44.65,82.81,8639
05/25/2021 01,42.37,82.79,8461
05/25/2021 02,41.43,82.78,8383
05/25/2021 03,42.1,82.77,8301
05/25/2021 04,44.09,82.77,8300
05/25/2021 05,45.62,82.76,8362
05/25/2021 06,44.32,82.75,8388
05/25/2021 07,57.36,82.76,8659
05/25/2021 08,78.99,82.81,9091
05/25/2021 09,60.07,82.83,9257
05/25/2021 10,61.49,82.85,9370
05/25/2021 11,55.77,82.86,9448
05/25/2021 12,56.12,82.87,9511
05/25/2021 13,56.09,82.88,9502
05/25/2021 14,61.76,82.89,9507
05/25/2021 15,108.18,82.97,9528
05/25/2021 16,171.57,83.14,9420
05/25/2021 17,309.09,83.47,9427
05/25/2021 18,253.02,83.54,9404
05/25/2021 19,127.19,83.59,9244
05/25/2021 20,92.44,83.63,9192
05/25/2021 21,55.38,83.36,9120
05/25/2021 22,52.37,83.05,9136
05/25/2021 23,56.02,83.04,9107
05/25/2021 24,54.68,82.81,8861
05/26/2021 01,54.74,82.82,8652
05/26/2021 02,50.77,82.83,8578
05/26/2021 03,50.97,82.83,8520
05/26/2021 04,50.38,82.83,8502
05/26/2021 05,52.82,82.81,8517
05/26/2021 06,47.79,82.75,8576
05/26/2021 07,52.64,82.25,8779
05/26/2021 08,330.04,82.62,9031
05/26/2021 09,509,83.02,9195
05/26/2021 10,276.32,83.16,9261
05/26/2021 11,204.69,83.37,9307
05/26/2021 12,163.14,83.52,9296
05/26/2021 13,183.02,83.71,9278
05/26/2021 14,81.97,83.76,9275
05/26/2021 15,72.12,83.8,9378
05/26/2021 16,102.16,83.87,9413
05/26/2021 17,93.53,83.94,9440
05/26/2021 18,81.55,83.98,9531
05/26/2021 19,44.95,83.98,9430
05/26/2021 20,40.32,83.96,9328
05/26/2021 21,42.06,83.94,9226
05/26/2021 22,42.49,83.92,9207
05/26/2021 23,43.19,83.92,9127
05/26/2021 24,43.15,83.92,8833
05/27/2021 01,41.37,83.91,8620
05/27/2021 02,39.53,83.91,8530
05/27/2021 03,39.5,83.91,8458
05/27/2021 04,39.6,83.91,8422
05/27/2021 05,40.81,83.91,8450
05/27/2021 06,41.69,83.91,8481
05/27/2021 07,42.17,83.91,8754
05/27/2021 08,42.64,83.91,9188
05/27/2021 09,43.85,83.9,9362
05/27/2021 10,43.32,83.9,9436
05/27/2021 11,39.13,83.89,9519
05/27/2021 12,40.34,83.88,9627
05/27/2021 13,43.5,83.88,9636
05/27/2021 14,45.11,83.89,9636
05/27/2021 15,49.23,83.9,9624
05/27/2021 16,44.69,83.9,9651
05/27/2021 17,39.52,83.89,9657
05/27/2021 18,38.89,83.88,9670
05/27/2021 19,38.42,83.88,9577
05/27/2021 20,39.52,83.88,9556
05/27/2021 21,47.31,83.89,9416
05/27/2021 22,43.03,83.9,9335
05/27/2021 23,44.22,83.9,9175
05/27/2021 24,36.54,83.89,8905
05/28/2021 01,38.22,83.89,8592
05/28/2021 02,36.45,83.88,8442
05/28/2021 03,32.33,83.87,8347
05/28/2021 04,36.88,83.86,8300
05/28/2021 05,33.56,83.84,8271
05/28/2021 06,29.76,83.81,8341
05/28/2021 07,36.9,83.8,8595
05/28/2021 08,37.54,83.71,9036
05/28/2021 09,36.29,83.68,9290
05/28/2021 10,34.25,83.66,9438
05/28/2021 11,25.15,83.6,9555
05/28/2021 12,25.79,83.55,9579
05/28/2021 13,27.28,83.52,9551
05/28/2021 14,30.59,83.5,9580
05/28/2021 15,31.16,83.47,9524
05/28/2021 16,37.18,83.46,9502
05/28/2021 17,38.22,83.44,9475
05/28/2021 18,37.23,83.43,9436
05/28/2021 19,33.77,83.42,9301
05/28/2021 20,29.38,83.41,9120
05/28/2021 21,34.69,83.41,9026
05/28/2021 22,41.32,83.41,9059
05/28/2021 23,41.55,83.41,9001
05/28/2021 24,41.44,83.41,8801
05/29/2021 01,41.78,83.41,8600
05/29/2021 02,40.54,83.42,8496
05/29/2021 03,34.48,83.41,8419
05/29/2021 04,32.89,83.4,8366
05/29/2021 05,33.28,83.39,8347
05/29/2021 06,30.73,83.38,8261
05/29/2021 07,31.49,83.37,8288
05/29/2021 08,37.83,83.35,8500
05/29/2021 09,39.77,83.1,8727
05/29/2021 10,41.14,83.05,8891
05/29/2021 11,41.69,82.99,9012
05/29/2021 12,41.94,82.97,9078
05/29/2021 13,42.06,82.95,9062
05/29/2021 14,41.92,82.94,9020
05/29/2021 15,41.32,82.93,8987
05/29/2021 16,41.68,82.59,8981
05/29/2021 17,42.45,82.24,9033
05/29/2021 18,43.57,82.17,9113
05/29/2021 19,43.36,82.14,9074
05/29/2021 20,45.06,81.98,9021
05/29/2021 21,46.8,81.96,8958
05/29/2021 22,43.88,81.93,8919
05/29/2021 23,51.26,81.95,8917
05/29/2021 24,46.02,81.94,8722
05/30/2021 01,44.26,81.95,8527
05/30/2021 02,42.77,81.96,8382
05/30/2021 03,40.53,81.98,8289
05/30/2021 04,39.5,82,8226
05/30/2021 05,39.11,82.02,8210
05/30/2021 06,38.86,82.04,8125
05/30/2021 07,39.2,82.05,8177
05/30/2021 08,39.87,82.06,8329
05/30/2021 09,40.11,82.06,8549
05/30/2021 10,42.22,82.07,8748
05/30/2021 11,42.08,82.07,8894
05/30/2021 12,42.99,82.08,9017
05/30/2021 13,43.15,82.07,9101
05/30/2021 14,44.44,82.06,9102
05/30/2021 15,42.77,82.06,9134
05/30/2021 16,43.52,82.05,9213
05/30/2021 17,46.32,82.06,9374
05/30/2021 18,55.02,82.08,9517
05/30/2021 19,58.55,82.11,9571
05/30/2021 20,60.66,82.14,9553
05/30/2021 21,55.26,82.16,9466
05/30/2021 22,43.34,82.16,9361
05/30/2021 23,41.7,82.14,9261
05/30/2021 24,39.95,82.12,8963
05/31/2021 01,40.16,82.11,8661
05/31/2021 02,40.05,82.11,8564
05/31/2021 03,38.9,82.11,8489
05/31/2021 04,38.49,82.11,8449
05/31/2021 05,38.42,82.1,8445
05/31/2021 06,37.68,82.09,8511
05/31/2021 07,38.32,82.08,8711
05/31/2021 08,40.07,82.07,9204
05/31/2021 09,50.98,82.06,9502
05/31/2021 10,59.83,82.07,9689
05/31/2021 11,83.52,82.13,9815
05/31/2021 12,57.89,82.14,9819
05/31/2021 13,57.32,82.16,9838
05/31/2021 14,76.38,82.21,9885
05/31/2021 15,492.09,82.83,9880
05/31/2021 16,598.77,83.59,9880
05/31/2021 17,589.63,84.34,9887
05/31/2021 18,558.94,85.05,9894
05/31/2021 19,544.19,85.74,9727
05/31/2021 20,389.54,86.24,9611
05/31/2021 21,163.22,86.43,9528
05/31/2021 22,111.2,86.48,9530
05/31/2021 23,147.62,86.5,9389
05/31/2021 24,108,86.45,9036
06/01/2021 01,42.55,86.37,8814
06/01/2021 02,41.62,86.34,8637
06/01/2021 03,38.29,86.32,8534
06/01/2021 04,34.67,86.31,8490
06/01/2021 05,32.5,86.29,8494
06/01/2021 06,33.91,86.27,8555
06/01/2021 07,41.8,86.25,8795
06/01/2021 08,38.87,86.24,9255
06/01/2021 09,45.25,86.24,9613
06/01/2021 10,53.55,86.26,9858
06/01/2021 11,315.66,86.64,10002
06/01/2021 12,595.59,87.4,9961
06/01/2021 13,789.62,88.44,10015
06/01/2021 14,798.53,89.5,10053
06/01/2021 15,789.98,90.53,10066
06/01/2021 16,898.28,91.69,10190
06/01/2021 17,900.66,92.86,10264
06/01/2021 18,900,93.89,10306
06/01/2021 19,797.62,94.72,10211
06/01/2021 20,778.8,95.64,10139
06/01/2021 21,777.34,96.59,9932
06/01/2021 22,518.56,97.23,9728
06/01/2021 23,318.47,97.58,9588
06/01/2021 24,191.61,97.72,9239
